show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,type,
81193313,Chocolate,,"Ha Ji-won, Yoon Kye-sang, Jang Seung-jo, Kang Bu-ja, Lee Jae-ryong, Min Jin-woong, Kim Won-hae, Yoo Teo",South Korea,"November 30, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV Show,
81197050,Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",Christian Morales,,"November 30, 2019",2019,TV-G,67 min,"Documentaries, International Movies",Movie,
81213894,The Zoya Factor,Abhishek Sharma,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Sikander Kher, Angad Bedi, Koel Purie, Pooja Bhamrah, Manu Rishi Chadha",India,"November 30, 2019",2019,TV-14,135 min,"Comedies, Dramas, International Movies",Movie,
81082007,Atlantics,Mati Diop,"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene","France, Senegal, Belgium","November 29, 2019",2019,TV-14,106 min,"Dramas, Independent Movies, International Movies",Movie,
80213643,Chip and Potato,,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani","Canada, United Kingdom",,2019,TV-Y,2 Seasons,Kids' TV,TV Show,
81172754,Crazy people,Moses Inwang,"Ramsey Nouah, Chigul, Sola Sobowale, Ireti Doyle, Ben Touitou, Francis Onwochei, Ememobong Nkana, Emem Inwang, Patrick Onyeke",Nigeria,"November 29, 2019",2018,TV-14,107 min,"Comedies, International Movies, Thrillers",Movie,
81120982,I Lost My Body,Jérémy Clapin,"Hakim Faris, Victoire Du Bois, Patrick d'Assumçao, Dev Patel, Alia Shawkat, George Wendt",France,"November 29, 2019",2019,TV-MA,81 min,"Dramas, Independent Movies, International Movies",Movie,
81227195,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi",South Africa,"November 29, 2019",2016,TV-MA,107 min,"Dramas, International Movies",Movie,
70205672,La Reina del Sur,,"Kate del Castillo, Cristina Urgel, Alberto Jiménez, Juan José Arjona, Humberto Zurita, Dagoberto Gama, Christian Tappán, Miguel de Miguel, Salvador Zerboni, Carmen Navarro, Santiago Meléndez, Juan Carlos Solarte","United States, Spain, Colombia, Mexico",,2019,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV Show,
81172841,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,"November 29, 2019",2018,TV-14,118 min,"Comedies, International Movies",Movie,
81172899,Payday,Cheta Chukwu,"Baaj Adebule, Ebiye Victor, Meg Otanwa, Bisola Aiyeola, Mawuli Gavor, Zack Orji, Segilola Ogidan",Nigeria,"November 29, 2019",2018,TV-MA,110 min,"Comedies, Independent Movies, International Movies",Movie,
81094391,Sugar Rush Christmas,,"Hunter March, Candace Nelson, Adriano Zumbo",United States,"November 29, 2019",2019,TV-PG,1 Season,Reality TV,TV Show,
81172908,The Accidental Spy,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",Nigeria,"November 29, 2019",2017,TV-14,104 min,"Action & Adventure, Comedies, International Movies",Movie,
81152641,The Charming Stepmom,,"Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan",,"November 29, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV Show,
81172901,The Island,Toka McBaror,"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,"November 29, 2019",2018,TV-14,93 min,"Dramas, International Movies, Thrillers",Movie,
80990849,The Movies That Made Us,,,United States,"November 29, 2019",2019,TV-MA,1 Season,Docuseries,TV Show,
81033086,Holiday Rush,Leslie Small,"Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse",United States,"November 28, 2019",2019,TV-PG,94 min,"Children & Family Movies, Dramas",Movie,
80156799,Levius,,"Nobunaga Shimazaki, Junichi Suwabe, Takahiro Sakurai, Ayane Sakura, Hochu Otsuka, Daisuke Ono, Saori Hayami, Mamoru Miyano",Japan,"November 28, 2019",2019,TV-14,1 Season,"Anime Series, International TV Shows",TV Show,
81161538,Lugar de Mulher,,,Brazil,"November 28, 2019",2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,
80997965,Merry Happy Whatever,,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes MacArthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",United States,"November 28, 2019",2019,TV-PG,1 Season,TV Comedies,TV Show,
81018979,Mythomaniac,,"Marina Hands, Mathieu Demy, Marie Drion, Jérémy Gillet, Zélie Rhixon, Yves Jacques, Jean-Charles Clichet, Julia Faure, Andrea Roncato, Linh Dan Pham",France,"November 28, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV Show,
60020826,The Score,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde","Germany, Canada, United States","November 28, 2019",2001,R,124 min,"Dramas, Thrillers",Movie,
81002391,Broken,,,United States,"November 27, 2019",2019,TV-14,1 Season,Docuseries,TV Show,
70101696,Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov",United States,"November 27, 2019",2008,R,137 min,"Action & Adventure, Dramas",Movie,
81194544,Evvarikee Cheppoddu,Basava Shankar Eeday,"Rakesh Varre, Gargeyi, Vamsi raj Nekkanti, D P Ghani, K Prasanna",India,"November 27, 2019",2019,TV-14,134 min,"Comedies, International Movies, Romantic Movies",Movie,
80995081,Little Singham: Mahabali,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar",,"November 27, 2019",2019,TV-Y7,69 min,"Children & Family Movies, Comedies",Movie,
81177504,The Body Remembers When the World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn","Violet Nelson, Elle-Máijá Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese","Canada, Norway","November 27, 2019",2019,TV-MA,106 min,"Dramas, Independent Movies",Movie,
80175798,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,"November 27, 2019",2019,R,209 min,Dramas,Movie,
81062293,Mike Birbiglia: The New One,Seth Barrish,Mike Birbiglia,United States,"November 26, 2019",2019,TV-MA,86 min,Stand-Up Comedy,Movie,
80235524,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,"November 26, 2019",2019,TV-Y,24 min,Children & Family Movies,Movie,
81204911,The Crime,,"Magdalena Boczarska, Wojciech Zieliński, Joanna Kulig, Radosław Pazura, Magdalena Zawadzka, Dorota Kolak, Zdzislaw Wardejn, Małgorzata Rożniatowska, Aleksandra Popławska, Lukasz Nowicki, Tamara Arciuch, Rafał Cieszyński, Karolina Kominek",Poland,,2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,
81035121,True: Winter Wishes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",,"November 26, 2019",2019,TV-Y,46 min,Movies,Movie,
81140259,Zona Rosa,,"Manu NNa, Ana Julia Yeyé, Ray Contreras, Pablo Morán",Mexico,"November 26, 2019",2019,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",TV Show,
80241855,Dirty John,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"November 25, 2019",2018,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",TV Show,
81215481,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",India,"November 25, 2019",2019,TV-MA,117 min,"Action & Adventure, Dramas, International Movies",Movie,
81005044,What the F* Is Going On?,"Marta Jaenes, Rosa Márquez",,,"November 25, 2019",2019,TV-MA,87 min,"Documentaries, International Movies",Movie,
81218079,Awake,"Aleksandr Chernyaev, Fedor Lyass","Jonathan Rhys Meyers, Francesca Eastwood, Malik Yoba, William Forsythe, James Austin Kerr, Jeremy Parr",United States,"November 24, 2019",2019,TV-MA,92 min,Thrillers,Movie,
60028294,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",United States,"November 24, 2019",1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",Movie,
80125671,Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt McCallany",United States,"November 24, 2019",2017,R,121 min,"Dramas, Thrillers",Movie,
80198001,Strong Girl Bong-soon,,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",South Korea,"November 24, 2019",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",TV Show,
60020948,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,"November 23, 2019",1973,G,94 min,"Children & Family Movies, Classic Movies",Movie,
70235384,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara",United States,"November 23, 2019",2012,R,109 min,Action & Adventure,Movie,
569355,Hamburger Hill,John Irvin,"Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West",United States,"November 23, 2019",1987,R,110 min,"Action & Adventure, Dramas",Movie,
81208888,Once Upon A Time In Lingjian Mountain,,"Xu Kai, Sandrine Pinna, Ryan Zhu, Gao Yuer, Cristy Guo, He Wenjun, Zheng Yawen, Li Junhao, Roger Kwok, James Wen",China,"November 23, 2019",2019,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",TV Show,
60022645,The Time Machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates","November 23, 2019",2002,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",Movie,
80198859,Brother,Julien Abraham,"MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,"November 22, 2019",2019,TV-MA,97 min,"Dramas, Independent Movies, International Movies",Movie,
80216180,Dino Girl Gauko,,"Naoko Matsui, Hiroshi Kamiya, Kazue Ikura, Chafurin, Chie Kojiro, Mari Mashiba, Ryoko Shiraishi, Hidekatsu Shibata, Tadashi Miyazawa, Sonosuke Hattori, Karen, Yui Toita, Izu Konishi, Eri Ozaki, Risa Nakamura, Tomoyo Chujo, Takuro Hijioka, Sawako Yoshida, Chika Okubo, Yuri Fujiwara, Tomomi Yamakawa, Hikaru Yuki, Miyako Kobayashi, Mutsuki Arisawa, Koharu Nogata, Tomoka Kuzutani, Madoka Yokoyama, Madoka Hiraide, Ayako Takamura, Yuki Arimoto, Yuto Kazama, Arisa Takami, Chika Sakamoto","United States, Japan","November 22, 2019",2019,TV-Y7-FV,1 Season,"Anime Series, Kids' TV",TV Show,
80244846,Dolly Parton's Heartstrings,,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts, Melissa Leo, Andy Mientus, Katie Stevens, Michael J. Willett, Aidan Langford, Ray McKinnon, Delta Burke, Gerald McRaney, Ben Lawson, Brooke Elliott, Michele Weaver, Tim Reid, Sarah Shahi, Rochelle Aytes, Jessica Collins, Tammy Lynn Michaels, Robert Taylor, Holly Taylor, Shane Paul McGhie, Mary Lane Haskell, Camryn Manheim, Bellamy Young, Patricia Wettig, Timothy Busfield, Tom Brittney, Virginia Gardner, Colin O'Donoghue, Willa Fitzgerald, David Denman, Vanessa Rubio, Mac Davis, Kathleen Turner, Ginnifer Goodwin, Kyle Bornheimer, Tyler Crumley, Mary Donnelly Haskell, Ed Amatrudo",United States,"November 22, 2019",2019,TV-14,1 Season,TV Dramas,TV Show,
80159876,Girls und Panzer der Film,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda, Mika Kikuchi, Maya Yoshioka",Japan,"November 22, 2019",2015,TV-14,121 min,"Action & Adventure, Anime Features, International Movies",Movie,
80233258,High Seas,,"Ivana Baquero, Jon Kortajarena, Alejandra Onieva, Eloy Azorín, Chiqui Fernández, Tamar Novas, Daniel Lundh, Manuela Vellés, Natalia Rodríguez, Laura Prats, Ignacio Montes, Begoña Vargas, Luis Bermejo, Pepe Ocio, Ben Temple, Félix Gómez, Antonio Durán 'Morris', Eduardo Blanco, José Sacristán",Spain,,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV Show,
70091304,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,,Mike Birbiglia,United States,"November 22, 2019",2008,TV-14,56 min,Stand-Up Comedy,Movie,
81019894,Nailed It! Holiday!,,"Nicole Byer, Jacques Torres",United States,,2019,TV-PG,2 Seasons,Reality TV,TV Show,
81169145,Narcoworld: Dope Stories,,,United States,"November 22, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",TV Show,
80244700,Nobody's Looking,,"Victor Lamoglia, Júlia Rabello, Kéfera Buchmann, Augusto Madeira, Danilo de Moura, Leandro Ramos, Telma Souza, Priscila Sol, Wallie Ruy, Maurício de Barros, Hermínio Ribeiro",Brazil,"November 22, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV Show,
81218074,Shelby American,"Nate Adams, Adam Carolla",Carroll Shelby,United States,"November 22, 2019",2019,TV-14,119 min,"Documentaries, Sports Movies",Movie,
80245262,Singapore Social,,"Nicole Ong, Mae Tan, Sukki Singapora, Vinny Sharp, Paul Foster, Tabitha Nauser","Singapore, United States","November 22, 2019",2019,TV-MA,1 Season,"International TV Shows, Reality TV",TV Show,
80212245,The Dragon Prince,,"Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw","United States, Canada",,2019,TV-Y7-FV,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,
80117560,Trolls: The Beat Goes On!,,"Amanda Leighton, Skylar Astin, Ron Funches, David Fynn, David Koechner, David Kaye, Sean T. Krishnan, Sam Lerner, Patrick Pinney, Kevin Michael Richardson, Kari Wahlgren, Fryda Wolff",United States,,2019,TV-G,8 Seasons,"Kids' TV, TV Comedies",TV Show,
60023606,K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter","United Kingdom, Germany, Canada, United States","November 21, 2019",2002,PG-13,138 min,"Action & Adventure, Dramas",Movie,
80241539,Mortel,,"Carl Malapa, Nemo Schiffman, Manon Bresch, Corentin Fila, Anaïs Thomas, Firmine Richard, Raphaëlle Agogué, Marvin Dubart, Léa Léviant, Assa Sylla, Stéphane Brel",France,"November 21, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,
81026188,The Knight Before Christmas,Monika Mitchell,"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Harry Jarvis, Mimi Gianopulos, Ella Kenion, Jean-Michel Le Gal, Arnold Pinnock",United States,"November 21, 2019",2019,TV-14,93 min,"Children & Family Movies, Comedies, Romantic Movies",Movie,
70267398,Adore,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Jessica Tovey, Sophie Lowe, Gary Sweet, Alyson Standen, Skye Sutherland, Sarah Henderson","Australia, France","November 20, 2019",2013,R,111 min,"Dramas, Independent Movies, International Movies",Movie,
81152643,Bangkok Buddies,,"Vayu Kessuvit, Ekapol Deebunmee, Nuttapong Boonyuen, Thanadol Auepongs, Martin Sidel, Nichaphat Chatchaipholrat, Narupornkamol Chaisang, Jidapa Siribunchawan, Hortnarong Teng, Everest Moe, Le Trung Hieu",,"November 20, 2019",2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",TV Show,
80108983,Be Somebody,Joshua Caldwell,"Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez",United States,"November 20, 2019",2016,PG,88 min,"Comedies, Dramas, Romantic Movies",Movie,
292118,Beavis and Butt-head Do America,Mike Judge,"Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman, Robert Stack, Jacqueline Barba, Pamela Blair, Eric Bogosian, Kristofor Brown, Tony Darling, David Letterman",United States,"November 20, 2019",1996,PG-13,81 min,"Comedies, Cult Movies",Movie,
70003046,Bebe's Kids,Bruce W. Smith,"Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jonell Green, Marques Houston, Tone-Loc, Myra J., Nell Carter",United States,"November 20, 2019",1992,PG-13,73 min,Comedies,Movie,
80221584,"Bikram: Yogi, Guru, Predator",Eva Orner,Bikram Choudhury,United States,"November 20, 2019",2019,TV-MA,86 min,Documentaries,Movie,
70053833,Black Snake Moan,Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams",United States,"November 20, 2019",2007,R,116 min,"Dramas, Independent Movies",Movie,
70122722,Carriers,"Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses",United States,"November 20, 2019",2009,PG-13,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",Movie,
81217738,Dorasaani,KVR Mahendra,"Anand Deverakonda, Shivatmika Rajasekhar, Kannada Kishore",India,"November 20, 2019",2019,TV-14,134 min,"Dramas, International Movies, Romantic Movies",Movie,
80081990,Dream/Killer,Andrew Jenks,"Bill Ferguson, Ryan Ferguson",United States,"November 20, 2019",2015,TV-MA,109 min,Documentaries,Movie,
60004471,Evolution,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",United States,"November 20, 2019",2001,PG-13,102 min,"Comedies, Sci-Fi & Fantasy",Movie,
60022413,Eye for an Eye,John Schlesinger,"Sally Field, Kiefer Sutherland, Ed Harris, Beverly D'Angelo, Charlayne Woodard, Joe Mantegna, Olivia Burnette, Alexandra Kyle, Keith David, Philip Baker Hall",United States,"November 20, 2019",1996,R,101 min,"Dramas, Thrillers",Movie,
81011957,Holiday Secrets,,"Corinna Harfouch, Christiane Paul, Svenja Jung, Leonie Benesch, Anita Vulesica, Barbara Nüsse, Hans-Uwe Bauer, Lorna zu Solms, Tilda Jenkins, Emilie Neumeister, Golo Euler, Dennis Herrmann, Maik Solbach, Merlin Rose",Germany,"November 20, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas",TV Show,
70058022,Hot Rod,Akiva Schaffer,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam",United States,"November 20, 2019",2007,PG-13,88 min,"Comedies, Sports Movies",Movie,
60022502,It Takes Two,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",United States,"November 20, 2019",1995,PG,101 min,"Children & Family Movies, Comedies",Movie,
80244683,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,"November 20, 2019",2019,TV-G,28 min,"Documentaries, International Movies, Sports Movies",Movie,
80028357,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom","November 20, 2019",2014,R,103 min,"Comedies, International Movies, Romantic Movies",Movie,
81217739,Mallesham,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",India,"November 20, 2019",2019,TV-PG,131 min,"Dramas, Independent Movies, International Movies",Movie,
60031884,Once Upon a Time in the West,Sergio Leone,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander","Italy, United States","November 20, 2019",1968,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies",Movie,
70117289,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",United States,"November 20, 2019",2010,R,105 min,"Comedies, Romantic Movies",Movie,
28631236,Superstar,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams, Mark McKinney, Glynis Johns, Jason Blicker, Gerry Bamman, Emmy Laybourne, Jennifer Irwin, Tom Green",United States,"November 20, 2019",1999,PG-13,82 min,Comedies,Movie,
70121502,The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr","United States, New Zealand, United Kingdom","November 20, 2019",2011,PG,107 min,Children & Family Movies,Movie,
70215455,The Devil Inside,William Brent Bell,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson",United States,"November 20, 2019",2012,R,84 min,"Horror Movies, Thrillers",Movie,
506464,The First Wives Club,Hugh WIlson,"Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner",United States,"November 20, 2019",1996,PG,103 min,Comedies,Movie,
60003508,The Gift,Sam Raimi,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes, Greg Kinnear, Hilary Swank, Michael Jeter, Kim Dickens, Gary Cole, Rosemary Harris, J.K. Simmons, Chelcie Ross, John Beasley",United States,"November 20, 2019",2000,R,112 min,"Dramas, Thrillers",Movie,
70105132,"The Goods: Live Hard, Sell Hard",Neal Brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson",United States,"November 20, 2019",2009,R,89 min,Comedies,Movie,
60004083,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",United States,"November 20, 2019",1974,R,121 min,"Classic Movies, Comedies, Sports Movies",Movie,
70087538,The Love Guru,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins","United Kingdom, Germany, United States","November 20, 2019",2008,PG-13,87 min,"Comedies, Sports Movies",Movie,
1181661,The Rainmaker,Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany","November 20, 2019",1997,PG-13,136 min,"Dramas, Thrillers",Movie,
60011552,What's Eating Gilbert Grape,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover",United States,"November 20, 2019",1993,PG-13,118 min,"Classic Movies, Dramas, Independent Movies",Movie,
80222157,Who Killed Little Gregory?,,,France,"November 20, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",TV Show,
70044693,World Trade Center,Oliver Stone,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",United States,"November 20, 2019",2006,PG-13,129 min,"Action & Adventure, Dramas",Movie,
70173046,Young Adult,Jason Reitman,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser, Jill Eikenberry, Mary Beth Hurt, Collette Wolfe, Richard Bekins, Kate Nowlin",United States,"November 20, 2019",2011,R,94 min,"Comedies, Dramas, Independent Movies",Movie,
